"","Location","CountOfincnum","X","Y","Full.Address"
"25047","6 MALVERN AVE",3,"-71.127942","42.399619","6 MALVERN AVE, Somerville, MA"
"25048","6 MAPLE AVE",1,"-71.095078","42.390334","6 MAPLE AVE, Somerville, MA"
"25049","6 MARION ST",4,"-71.100023","42.376677","6 MARION ST, Somerville, MA"
"25050","6 MARSHALL ST CIR",1,"-71.093807","42.391121","6 MARSHALL ST CIR, Somerville, MA"
"25051","6 MARSHALL ST",4,"-71.093106","42.392184","6 MARSHALL ST, Somerville, MA"
"25052","6 MCGRATH HWY",NA,"-71.082417","42.373797","6 MCGRATH HWY, Somerville, MA"
"25053","6 MEACHAM RD",NA,"-71.127242","42.395374","6 MEACHAM RD, Somerville, MA"
"25054","6 MEACHAM RD",NA,"-71.1271979","42.395339","6 MEACHAM RD, Somerville, MA"
"25055","6 MEACHAM ST",29,"-71.095664","42.397138","6 MEACHAM ST, Somerville, MA"
"25056","6 MEAD ST",1,"-71.127523","42.40015","6 MEAD ST, Somerville, MA"
"25057","6 MEDFORD ST",3,"-71.087466","42.373556","6 MEDFORD ST, Somerville, MA"
"25058","6 MELVIN ST",1,"-71.089271","42.389968","6 MELVIN ST, Somerville, MA"
"25059","6 MERRIAM ST",1,"-71.091631","42.377062","6 MERRIAM ST, Somerville, MA"
"25060","6 MIDDLESEX AV",NA,"-71.0837933","42.3958049","6 MIDDLESEX AV, Somerville, MA"
"25061","6 MIDDLESEX AVE",NA,"-71.08272","42.391653","6 MIDDLESEX AVE, Somerville, MA"
"25062","6 MIDDLESEX AVE",NA,"-71.0837933","42.3958049","6 MIDDLESEX AVE, Somerville, MA"
"25063","6 MILLER ST",19,"-71.11242","42.383892","6 MILLER ST, Somerville, MA"
"25064","6 MONTGOMERY AVE",32,"-71.090102","42.390421","6 MONTGOMERY AVE, Somerville, MA"
"25065","6 MONTROSE ST",2,"-71.098185","42.388114","6 MONTROSE ST, Somerville, MA"
"25066","6 MORELAND ST",1,"-71.098543","42.396424","6 MORELAND ST, Somerville, MA"
"25067","6 MORGAN ST",3,"-71.108006","42.380813","6 MORGAN ST, Somerville, MA"
"25068","6 MORRISON AVE",27,"-71.111121","42.39447","6 MORRISON AVE, Somerville, MA"
"25069","6 MORTIMER PL",12,"-71.094199","42.390536","6 MORTIMER PL, Somerville, MA"
"25070","6 MORTON ST",5,"-71.087358","42.381763","6 MORTON ST, Somerville, MA"
"25071","6 MOSSLAND ST",6,"-71.116699","42.387325","6 MOSSLAND ST, Somerville, MA"
"25072","6 MOUNT VERNON ST",4,"-71.07894","42.385924","6 MOUNT VERNON ST, Somerville, MA"
"25073","6 MT PLEASANT ST",1,"-71.078044","42.385799","6 MT PLEASANT ST, Somerville, MA"
"25074","6 MT VERNON ST",121,"-71.07894","42.385924","6 MT VERNON ST, Somerville, MA"
"25075","6 MUNROE ST",1,"-71.091114","42.38085","6 MUNROE ST, Somerville, MA"
"25076","6 MURDOCK ST",NA,"-71.109143","42.396359","6 MURDOCK ST, Somerville, MA"
"25077","6 MURDOCK ST",NA,"-71.109126","42.3964209","6 MURDOCK ST, Somerville, MA"
"25078","6 MYRTLE ST",96,"-71.084006","42.381841","6 MYRTLE ST, Somerville, MA"
"25079","6 MYSTIC AV",NA,"-71.078155","42.387408","6 MYSTIC AV, Somerville, MA"
"25080","6 MYSTIC AVE",NA,"-71.078155","42.387408","6 MYSTIC AVE, Somerville, MA"
"25081","6 MYSTIC AVE",NA,"-71.0781466","42.3873824","6 MYSTIC AVE, Somerville, MA"
"25082","6 NASHUA ST",33,"-71.105335","42.395478","6 NASHUA ST, Somerville, MA"
"25083","6 NEVADA AVE",28,"-71.104914","42.380435","6 NEVADA AVE, Somerville, MA"
"25084","6 NEWBURY ST",11,"-71.127219","42.402804","6 NEWBURY ST, Somerville, MA"
"25085","6 NEWTON ST",NA,"-71.094908","42.378456","6 NEWTON ST, Somerville, MA"
"25086","6 NEWTON ST",NA,"-71.0952498","42.3782152","6 NEWTON ST, Somerville, MA"
"25087","6 NORTH ST",NA,"-71.131188","42.405979","6 NORTH ST, Somerville, MA"
"25088","6 NORTH ST",NA,"-71.1312155","42.4060329","6 NORTH ST, Somerville, MA"
"25089","6 NORTH ST",NA,"-71.1312155","42.4060329","6 NORTH ST, Somerville, MA"
"25090","6 NORWOOD AVE",2,"-71.103109","42.395778","6 NORWOOD AVE, Somerville, MA"
"25091","6 OAK ST",16,"-71.096609","42.375973","6 OAK ST, Somerville, MA"
"25092","6 OAKLAND AVE",14,"-71.093809","42.391422","6 OAKLAND AVE, Somerville, MA"
"25093","6 OAKLAND ST",2,"-71.093809","42.391422","6 OAKLAND ST, Somerville, MA"
"25094","6 OLIVER ST",23,"-71.085594","42.383267","6 OLIVER ST, Somerville, MA"
"25095","6 OSGOOD ST",40,"-71.102424","42.383459","6 OSGOOD ST, Somerville, MA"
"25096","6 OSSIPEE RD",NA,"-71.122006","42.402992","6 OSSIPEE RD, Somerville, MA"
"25097","6 OSSIPEE RD",NA,"-71.1220265","42.4030204","6 OSSIPEE RD, Somerville, MA"
"25098","6 OTIS ST",16,"-71.087259","42.387079","6 OTIS ST, Somerville, MA"
"25099","6 OXFORD ST",6,"-71.099453","42.386189","6 OXFORD ST, Somerville, MA"
"25100","6 PARK AVE",21,"-71.122098","42.397697","6 PARK AVE, Somerville, MA"
"25101","6 PARK PL",10,"-71.104871","42.383686","6 PARK PL, Somerville, MA"
"25102","6 PARK ST",NA,"-71.106688","42.382474","6 PARK ST, Somerville, MA"
"25103","6 PARK ST",NA,"-71.1066379","42.3824769","6 PARK ST, Somerville, MA"
"25104","6 PARK ST",NA,"-71.1066379","42.3824769","6 PARK ST, Somerville, MA"
"25105","6 PARTRIDGE AV",NA,"-71.104481","42.393055","6 PARTRIDGE AV, Somerville, MA"
"25106","6 PARTRIDGE AVE",62,"-71.104388","42.392947","6 PARTRIDGE AVE, Somerville, MA"
"25107","6 PEARL ST",9,"-71.080001","42.383479","6 PEARL ST, Somerville, MA"
"25108","6 PEARL TERR",15,"-71.089086","42.386127","6 PEARL TERR, Somerville, MA"
"25109","6 PEARSON AVE",11,"-71.112648","42.395119","6 PEARSON AVE, Somerville, MA"
"25110","6 PEARSON RD",NA,"-71.114146","42.400734","6 PEARSON RD, Somerville, MA"
"25111","6 PEARSON RD",NA,"-71.1141538","42.4007398","6 PEARSON RD, Somerville, MA"
"25112","6 PEMBROKE CT",10,"-71.100563","42.390728","6 PEMBROKE CT, Somerville, MA"
"25113","6 PEMBROKE ST",8,"-71.100298","42.390556","6 PEMBROKE ST, Somerville, MA"
"25114","6 PENNSYLVANIA AVE",NA,"-71.081409","42.387002","6 PENNSYLVANIA AVE, Somerville, MA"
"25115","6 PENNSYLVANIA",NA,"-71.081409","42.387002","6 PENNSYLVANIA, Somerville, MA"
"25116","6 PERKINS ST",1,"-71.078751","42.384258","6 PERKINS ST, Somerville, MA"
"25117","6 PERRY ST",2,"-71.101358","42.379308","6 PERRY ST, Somerville, MA"
"25118","6 PICKNEY ST",NA,"-71.082372","42.382258","6 PICKNEY ST, Somerville, MA"
"25119","6 PINCKNEY ST",2,"-71.082459","42.382079","6 PINCKNEY ST, Somerville, MA"
"25120","6 PLEASANT AVE",25,"-71.09508","42.384093","6 PLEASANT AVE, Somerville, MA"
"25121","6 PORTER ST",10,"-71.113755","42.386345","6 PORTER ST, Somerville, MA"
"25122","6 POWDER HOUSE BLVD",NA,"-71.117645","42.401501","6 POWDER HOUSE BLVD, Somerville, MA"
"25123","6 POWDER HOUSE BLVD",NA,"-71.1176035","42.4015061","6 POWDER HOUSE BLVD, Somerville, MA"
"25124","6 PRESCOTT ST",16,"-71.099703","42.38387","6 PRESCOTT ST, Somerville, MA"
"25125","6 PRICHARD AV",NA,"-71.112036","42.3951264","6 PRICHARD AV, Somerville, MA"
"25126","6 PRICHARD AVE",15,"-71.111964","42.394947","6 PRICHARD AVE, Somerville, MA"
"25127","6 PROSPECT HILL AVE",6,"-71.090982","42.381766","6 PROSPECT HILL AVE, Somerville, MA"
"25128","6 PROSPECT ST",NA,"-71.09419","42.378965","6 PROSPECT ST, Somerville, MA"
"25129","6 PROSPECT ST",NA,"-71.1037669","42.3657834","6 PROSPECT ST, Somerville, MA"
"25130","6 PURITAN RD",15,"-71.085755","42.395661","6 PURITAN RD, Somerville, MA"
"25131","6 PUTNAM RD",12,"-71.085632","42.396446","6 PUTNAM RD, Somerville, MA"
"25132","6 PUTNAM ST",133,"-71.098994","42.383237","6 PUTNAM ST, Somerville, MA"
"25133","6 QUINCY ST",22,"-71.101264","42.381925","6 QUINCY ST, Somerville, MA"
"25134","6 RADCLIFFE RD",18,"-71.093083","42.388273","6 RADCLIFFE RD, Somerville, MA"
"25135","6 RAYMOND AVE",NA,"-71.1256","42.406379","6 RAYMOND AVE, Somerville, MA"
"25136","6 RAYMOND AVE",NA,"-71.1255654","42.4063352","6 RAYMOND AVE, Somerville, MA"
"25137","6 REMICK CT",17,"-71.08362","42.386972","6 REMICK CT, Somerville, MA"
"25138","6 RICHARDSON TERR",35,"-71.105227","42.395756","6 RICHARDSON TERR, Somerville, MA"
"25139","6 RICHDALE AVE",1,"-71.097688","42.388841","6 RICHDALE AVE, Somerville, MA"
"25140","6 RIVER RD",3,"-71.092972","42.397085","6 RIVER RD, Somerville, MA"
"25141","6 ROBINSON ST",2,"-71.101092","42.391927","6 ROBINSON ST, Somerville, MA"
"25142","6 ROGERS AVE",9,"-71.114182","42.395542","6 ROGERS AVE, Somerville, MA"
"25143","6 ROSE ST",10,"-71.102727","42.379058","6 ROSE ST, Somerville, MA"
"25144","6 ROSELAND ST",NA,"-71.118783","42.386805","6 ROSELAND ST, Somerville, MA"
"25145","6 ROSELAND ST",NA,"-71.1190961","42.3868229","6 ROSELAND ST, Somerville, MA"
"25146","6 ROYCE PL",6,"-71.087551","42.387932","6 ROYCE PL, Somerville, MA"
"25147","6 RUSH ST",37,"-71.085151","42.387994","6 RUSH ST, Somerville, MA"
"25148","6 RUSSELL RD",20,"-71.129584","42.404854","6 RUSSELL RD, Somerville, MA"
"25149","6 SANBORN AVE",34,"-71.095828","42.381096","6 SANBORN AVE, Somerville, MA"
"25150","6 SARGENT AVE",34,"-71.091988","42.391548","6 SARGENT AVE, Somerville, MA"
"25151","6 SCHOOL ST",2,"-71.101977","42.382211","6 SCHOOL ST, Somerville, MA"
"25152","6 SEWALL ST",1,"-71.090983","42.392367","6 SEWALL ST, Somerville, MA"
"25153","6 SHORE DR",2,"-71.090902","42.397624","6 SHORE DR, Somerville, MA"
"25154","6 SILVEY PL",1,"-71.111199","42.387481","6 SILVEY PL, Somerville, MA"
"25155","6 SIMPSON AV",NA,"-71.124469","42.399196","6 SIMPSON AV, Somerville, MA"
"25156","6 SIMPSON AVE",NA,"-71.124469","42.399196","6 SIMPSON AVE, Somerville, MA"
"25157","6 SIMPSON AVE",NA,"-71.1244416","42.39922","6 SIMPSON AVE, Somerville, MA"
"25158","6 SIMPSON AVE",NA,"-71.1244416","42.39922","6 SIMPSON AVE, Somerville, MA"
"25159","6 SKEHAN ST",68,"-71.104712","42.379985","6 SKEHAN ST, Somerville, MA"
"25160","6 SOUTH ST",NA,"-71.088303","42.374126","6 SOUTH ST, Somerville, MA"
"25161","6 SOUTH ST",NA,"-71.0882716","42.3741205","6 SOUTH ST, Somerville, MA"
"25162","6 SPRING HILL TERR",2,"-71.106805","42.389551","6 SPRING HILL TERR, Somerville, MA"
"25163","6 SPRING ST",19,"-71.10941","42.384151","6 SPRING ST, Somerville, MA"
"25164","6 SPRINGFIELD ST",NA,"-71.100452","42.37402","6 SPRINGFIELD ST, Somerville, MA"
"25165","6 SPRINGFIELD ST",NA,"-71.1004271","42.3741665","6 SPRINGFIELD ST, Somerville, MA"
"25166","6 STANFORD TERR",7,"-71.114148","42.384632","6 STANFORD TERR, Somerville, MA"
"25167","6 STERLING ST",NA,"-71.128616","42.410325","6 STERLING ST, Somerville, MA"
"25168","6 STERLING ST",NA,"-71.1286058","42.4103059","6 STERLING ST, Somerville, MA"
"25169","6 STICKNEY AVE",52,"-71.095527","42.38874","6 STICKNEY AVE, Somerville, MA"
"25170","6 STONE AVE",1,"-71.095972","42.37985","6 STONE AVE, Somerville, MA"
"25171","6 SUMMER ST",53,"-71.098321","42.382102","6 SUMMER ST, Somerville, MA"
"25172","6 SUNNYSIDE AVE",5,"-71.091414","42.388221","6 SUNNYSIDE AVE, Somerville, MA"
"25173","6 SYCAMORE ST",NA,"-71.101749","42.38821","6 SYCAMORE ST, Somerville, MA"
"25174","6 SYCAMORE ST",NA,"-71.1017014","42.3882166","6 SYCAMORE ST, Somerville, MA"
"25175","6 SYCAMORE ST",NA,"-71.1017014","42.3882166","6 SYCAMORE ST, Somerville, MA"
"25176","6 SYDNEY ST",NA,"-71.088792","42.393999","6 SYDNEY ST, Somerville, MA"
"25177","6 SYDNEY ST",NA,"-71.0887464","42.3939263","6 SYDNEY ST, Somerville, MA"
"25178","6 SYDNEY ST",NA,"-71.0887464","42.3939263","6 SYDNEY ST, Somerville, MA"
"25179","6 TAUNTON ST",15,"-71.100077","42.376828","6 TAUNTON ST, Somerville, MA"
"25180","6 TAYLOR ST",3,"-71.089445","42.394535","6 TAYLOR ST, Somerville, MA"
"25181","6 TEMPLE RD",NA,"-71.088421","42.3960695","6 TEMPLE RD, Somerville, MA"
"25182","6 TEMPLE ST",2,"-71.093236","42.392828","6 TEMPLE ST, Somerville, MA"
"25183","6 TEN HILLS RD",NA,"-71.086056","42.394481","6 TEN HILLS RD, Somerville, MA"
"25184","6 TEN HILLS RD",NA,"-71.0860524","42.3944684","6 TEN HILLS RD, Somerville, MA"
"25185","6 TENNYSON ST",11,"-71.100692","42.391043","6 TENNYSON ST, Somerville, MA"
"25186","6 THORNDIKE ST",5,"-71.124296","42.398335","6 THORNDIKE ST, Somerville, MA"
"25187","6 THURSTON ST",22,"-71.099064","42.389706","6 THURSTON ST, Somerville, MA"
"25188","6 TOWER CT",55,"-71.105082","42.381742","6 TOWER CT, Somerville, MA"
"25189","6 TOWER ST",7,"-71.108712","42.390414","6 TOWER ST, Somerville, MA"
"25190","6 TREMONT PL",4,"-71.095548","42.374938","6 TREMONT PL, Somerville, MA"
"25191","6 TRULL ST",18,"-71.104948","42.393281","6 TRULL ST, Somerville, MA"
"25192","6 TUFTS ST",1,"-71.087703","42.381062","6 TUFTS ST, Somerville, MA"
"25193","6 TYLER CT",1,"-71.104466","42.381507","6 TYLER CT, Somerville, MA"
"25194","6 UNION SQ",2,"-71.095214","42.379437","6 UNION SQ, Somerville, MA"
"25195","6 VERNON ST",24,"-71.101679","42.391153","6 VERNON ST, Somerville, MA"
"25196","6 VICTORIA ST",NA,"-71.131184","42.405425","6 VICTORIA ST, Somerville, MA"
"25197","6 VICTORIA ST",NA,"-71.1311384","42.4054476","6 VICTORIA ST, Somerville, MA"
"25198","6 VILLAGE ST",1,"-71.104918","42.380449","6 VILLAGE ST, Somerville, MA"
"25199","6 VINAL AV",NA,"-71.098217","42.382381","6 VINAL AV, Somerville, MA"
"25200","6 VINAL AVE",2,"-71.098269","42.38248","6 VINAL AVE, Somerville, MA"
"25201","6 WALDO AVE",2,"-71.103497","42.37717","6 WALDO AVE, Somerville, MA"
"25202","6 WALLACE ST",1,"-71.12359","42.39811","6 WALLACE ST, Somerville, MA"
"25203","6 WALNUT RD",9,"-71.091738","42.390037","6 WALNUT RD, Somerville, MA"
"25204","6 WALNUT ST",3,"-71.097017","42.381306","6 WALNUT ST, Somerville, MA"
"25205","6 WALTER TERR",12,"-71.092762","42.389321","6 WALTER TERR, Somerville, MA"
"25206","6 WARNER ST",37,"-71.116321","42.401341","6 WARNER ST, Somerville, MA"
"25207","6 WASHINGTON ST",NA,"-71.081455","42.38206","6 WASHINGTON ST, Somerville, MA"
"25208","6 WASHINGTON ST",NA,"-71.0814085","42.3820467","6 WASHINGTON ST, Somerville, MA"
"25209","6 WASHINGTON ST",NA,"-71.0814085","42.3820467","6 WASHINGTON ST, Somerville, MA"
"25210","6 WATERHOUSE ST",NA,"-71.131886","42.405747","6 WATERHOUSE ST, Somerville, MA"
"25211","6 WATERHOUSE ST",NA,"-71.1318607","42.4057624","6 WATERHOUSE ST, Somerville, MA"
"25212","6 WATERHOUSE ST",NA,"-71.1318607","42.4057624","6 WATERHOUSE ST, Somerville, MA"
"25213","6 WATERHOUSE STREET",NA,"-71.1318607","42.4057624","6 WATERHOUSE STREET, Somerville, MA"
"25214","6 WATSON ST",2,"-71.129205","42.404438","6 WATSON ST, Somerville, MA"
"25215","6 WEBSTER AVE",1,"-71.096218","42.379419","6 WEBSTER AVE, Somerville, MA"
"25216","6 WEBSTER ST",21,"-71.084185","42.385409","6 WEBSTER ST, Somerville, MA"
"25217","6 WEBSTER",NA,"-71.096362","42.379381","6 WEBSTER, Somerville, MA"
"25218","6 WELLINGTON AVE",63,"-71.091177","42.390021","6 WELLINGTON AVE, Somerville, MA"
"25219","6 WESLEY PK",2,"-71.097841","42.381739","6 WESLEY PK, Somerville, MA"
"25220","6 WEST ST",7,"-71.118909","42.394574","6 WEST ST, Somerville, MA"
"25221","6 WESTMINSTER ST",13,"-71.126509","42.403071","6 WESTMINSTER ST, Somerville, MA"
"25222","6 WESTWOOD RD",8,"-71.104748","42.386758","6 WESTWOOD RD, Somerville, MA"
"25223","6 WHEATLAND ST",28,"-71.090886","42.391406","6 WHEATLAND ST, Somerville, MA"
"25224","6 WHEELER ST",10,"-71.080533","42.384081","6 WHEELER ST, Somerville, MA"
"25225","6 WHIPPLE ST",15,"-71.116628","42.394574","6 WHIPPLE ST, Somerville, MA"
"25226","6 WHITMAN ST",2,"-71.122479","42.402035","6 WHITMAN ST, Somerville, MA"
"25227","6 WIGGLESWORTH ST",14,"-71.091949","42.387224","6 WIGGLESWORTH ST, Somerville, MA"
"25228","6 WILLIAM ST",61,"-71.119983","42.399117","6 WILLIAM ST, Somerville, MA"
"25229","6 WILLIAMS CT",8,"-71.112993","42.38737","6 WILLIAMS CT, Somerville, MA"
"25230","6 WILLOW AVE",NA,"-71.118586","42.391574","6 WILLOW AVE, Somerville, MA"
"25231","6 WILLOW AVE",NA,"-71.1185916","42.3915963","6 WILLOW AVE, Somerville, MA"
"25232","6 WILLOW AVE",NA,"-71.1185916","42.3915963","6 WILLOW AVE, Somerville, MA"
"25233","6 WILSON AVE",28,"-71.108593","42.398624","6 WILSON AVE, Somerville, MA"
"25234","6 WILTON ST",11,"-71.105473","42.394382","6 WILTON ST, Somerville, MA"
"25235","6 WINDOM ST",2,"-71.120274","42.392905","6 WINDOM ST, Somerville, MA"
"25236","6 WINDSOR RD",11,"-71.115317","42.39279","6 WINDSOR RD, Somerville, MA"
"25237","6 WINSLOW AVE",2,"-71.121421","42.397462","6 WINSLOW AVE, Somerville, MA"
"25238","6 WINTER ST",1,"-71.122111","42.397031","6 WINTER ST, Somerville, MA"
"25239","6 WISCONSIN AVE",7,"-71.084636","42.388288","6 WISCONSIN AVE, Somerville, MA"
"25240","6 WOODS AVE",NA,"-71.127983","42.411345","6 WOODS AVE, Somerville, MA"
"25241","6 WOODS AVE",NA,"-71.1279732","42.4113426","6 WOODS AVE, Somerville, MA"
"25242","6 WYATT CIR",3,"-71.101147","42.376882","6 WYATT CIR, Somerville, MA"
"25243","6/ PEARL TERR",NA,"-71.088926","42.386445","6/ PEARL TERR, Somerville, MA"
"25244","60  MEMORIAL RD",NA,"-71.093218","42.39679","60  MEMORIAL RD, Somerville, MA"
"25245","60 ADAMS ST",32,"-71.100283","42.394732","60 ADAMS ST, Somerville, MA"
"25246","60 ADRIAN ST",1,"-71.099153","42.377231","60 ADRIAN ST, Somerville, MA"
"25247","60 ALBION ST",104,"-71.105571","42.390725","60 ALBION ST, Somerville, MA"
"25248","60 ALDRICH ST",1,"-71.091465","42.385251","60 ALDRICH ST, Somerville, MA"
"25249","60 ALSTON ST",30,"-71.089127","42.381454","60 ALSTON ST, Somerville, MA"
"25250","60 ASSEMBLY ROW",NA,"-71.078971","42.393481","60 ASSEMBLY ROW, Somerville, MA"
"25251","60 ATHERTON ST",31,"-71.108451","42.384842","60 ATHERTON ST, Somerville, MA"
"25252","60 AVON ST",15,"-71.102872","42.385873","60 AVON ST, Somerville, MA"
"25253","60 BARTLETT ST",30,"-71.1021","42.393864","60 BARTLETT ST, Somerville, MA"
"25254","60 BAY STATE AVE",3,"-71.11558","42.398664","60 BAY STATE AVE, Somerville, MA"
"25255","60 BEACON ST",6,"-71.103769","42.376065","60 BEACON ST, Somerville, MA"
"25256","60 BELMONT ST",2,"-71.109326","42.387058","60 BELMONT ST, Somerville, MA"
"25257","60 BERKELEY ST",12,"-71.102788","42.38657","60 BERKELEY ST, Somerville, MA"
"25258","60 BONAIR ST",29,"-71.09026","42.388724","60 BONAIR ST, Somerville, MA"
"25259","60 BOSTON AVE",6,"-71.11021","42.396464","60 BOSTON AVE, Somerville, MA"
"25260","60 BOSTON ST",4,"-71.093104","42.382603","60 BOSTON ST, Somerville, MA"
"25261","60 BOW ST PL",1,"-71.098887","42.381482","60 BOW ST PL, Somerville, MA"
"25262","60 BOW ST",172,"-71.098887","42.381482","60 BOW ST, Somerville, MA"
"25263","60 BRADLEY ST",5,"-71.093876","42.389322","60 BRADLEY ST, Somerville, MA"
"25264","60 BROADWAY",36,"-71.080596","42.386626","60 BROADWAY, Somerville, MA"
"25265","60 BROMFIELD RD",4,"-71.116257","42.402555","60 BROMFIELD RD, Somerville, MA"
"25266","60 BURNSIDE AVE",43,"-71.116917","42.391417","60 BURNSIDE AVE, Somerville, MA"
"25267","60 BUTLER DR",1,"-71.090631","42.395954","60 BUTLER DR, Somerville, MA"
"25268","60 CAMERON AVE",17,"-71.128206","42.399155","60 CAMERON AVE, Somerville, MA"
"25269","60 CANAL LA",1,"-71.094066","42.396753","60 CANAL LA, Somerville, MA"
"25270","60 CENTRAL ST",20,"-71.104392","42.38718","60 CENTRAL ST, Somerville, MA"
"25271","60 CHANDLER ST",3,"-71.12111","42.399734","60 CHANDLER ST, Somerville, MA"
"25272","60 CHARLES ST",1,"-71.083763","42.380677","60 CHARLES ST, Somerville, MA"
"25273","60 CHERRY ST",1,"-71.114594","42.392136","60 CHERRY ST, Somerville, MA"
"25274","60 CHURCH ST",1,"-71.100117","42.382257","60 CHURCH ST, Somerville, MA"
"25275","60 CLARENDON AVE",4,"-71.12946","42.401871","60 CLARENDON AVE, Somerville, MA"
"25276","60 CLEVELAND ST",1,"-71.106986","42.385042","60 CLEVELAND ST, Somerville, MA"
"25277","60 CLYDE ST",1,"-71.108252","42.394433","60 CLYDE ST, Somerville, MA"
"25278","60 COLLEGE AVE",49,"-71.120969","42.398553","60 COLLEGE AVE, Somerville, MA"
"25279","60 CONCORD AVE",25,"-71.099209","42.376539","60 CONCORD AVE, Somerville, MA"
"25280","60 CONWELL AVE",7,"-71.127446","42.407711","60 CONWELL AVE, Somerville, MA"
"25281","60 CRAIGIE ST",8,"-71.111453","42.387383","60 CRAIGIE ST, Somerville, MA"
"25282","60 CRESCENT ST",1,"-71.079747","42.383105","60 CRESCENT ST, Somerville, MA"
"25283","60 CROSS ST E",5,"-71.084564","42.390191","60 CROSS ST E, Somerville, MA"
"25284","60 CROSS ST",5,"-71.087501","42.38609","60 CROSS ST, Somerville, MA"
"25285","60 DANE ST",8,"-71.104332","42.379819","60 DANE ST, Somerville, MA"
"25286","60 DARTMOUTH ST",17,"-71.096096","42.392467","60 DARTMOUTH ST, Somerville, MA"
"25287","60 DERBY ST",252,"-71.090576","42.39426","60 DERBY ST, Somerville, MA"
"25288","60 ELM ST",12,"-71.115702","42.388152","60 ELM ST, Somerville, MA"
"25289","60 ELMWOOD ST",9,"-71.127417","42.398783","60 ELMWOOD ST, Somerville, MA"
"25290","60 EVERETT AVE",1,"-71.089004","42.386917","60 EVERETT AVE, Somerville, MA"
"25291","60 EVERETT ST",1,"-71.094964","42.378746","60 EVERETT ST, Somerville, MA"
"25292","60 FAIRFAX ST",10,"-71.129827","42.411714","60 FAIRFAX ST, Somerville, MA"
"25293","60 FARRAGUT AVE",7,"-71.131071","42.403638","60 FARRAGUT AVE, Somerville, MA"
"25294","60 FELLSWAY W",13,"-71.088591","42.392137","60 FELLSWAY W, Somerville, MA"
"25295","60 FLINT ST",2,"-71.088543","42.384774","60 FLINT ST, Somerville, MA"
"25296","60 FRANCESCA AVE",1,"-71.118124","42.39847","60 FRANCESCA AVE, Somerville, MA"
"25297","60 FRANKLIN ST",41,"-71.085086","42.383191","60 FRANKLIN ST, Somerville, MA"
"25298","60 FREMONT ST",7,"-71.09783","42.39852","60 FREMONT ST, Somerville, MA"
"25299","60 GARFIELD AVE",2,"-71.085343","42.390454","60 GARFIELD AVE, Somerville, MA"
"25300","60 GARRISON AVE",3,"-71.131695","42.404114","60 GARRISON AVE, Somerville, MA"
"25301","60 GILMAN ST",27,"-71.091603","42.385434","60 GILMAN ST, Somerville, MA"
"25302","60 GLEN ST",1,"-71.085386","42.385993","60 GLEN ST, Somerville, MA"
"25303","60 GLENWOOD RD",35,"-71.102711","42.394226","60 GLENWOOD RD, Somerville, MA"
"25304","60 GORDON ST",2,"-71.129605","42.412979","60 GORDON ST, Somerville, MA"
"25305","60 GORHAM ST",16,"-71.126032","42.398702","60 GORHAM ST, Somerville, MA"
"25306","60 GOV WINTHROP RD",2,"-71.087717","42.396285","60 GOV WINTHROP RD, Somerville, MA"
"25307","60 GRANT ST",2,"-71.08963","42.393266","60 GRANT ST, Somerville, MA"
"25308","60 HALL AVE",7,"-71.118756","42.397956","60 HALL AVE, Somerville, MA"
"25309","60 HAMILTON ST",1,"-71.129049","42.406305","60 HAMILTON ST, Somerville, MA"
"25310","60 HEATH ST",38,"-71.094961","42.394737","60 HEATH ST, Somerville, MA"
"25311","60 HIGHLAND AVE",5,"-71.09581","42.38573","60 HIGHLAND AVE, Somerville, MA"
"25312","60 HIGHLAND RD",29,"-71.112567","42.396595","60 HIGHLAND RD, Somerville, MA"
"25313","60 HINCKLEY ST",2,"-71.106262","42.395556","60 HINCKLEY ST, Somerville, MA"
"25314","60 HOLLAND ST",2,"-71.123918","42.398117","60 HOLLAND ST, Somerville, MA"
"25315","60 HOOKER AVE",19,"-71.132153","42.402921","60 HOOKER AVE, Somerville, MA"
"25316","60 HOWARD ST",3,"-71.12636","42.397859","60 HOWARD ST, Somerville, MA"
"25317","60 ILLINOIS AVE",1,"-71.082751","42.388314","60 ILLINOIS AVE, Somerville, MA"
"25318","60 INNER BELT RD",1,"-71.080747","42.37686","60 INNER BELT RD, Somerville, MA"
"25319","60 IRVING ST",9,"-71.122592","42.400195","60 IRVING ST, Somerville, MA"
"25320","60 JAQUES ST",18,"-71.092089","42.394311","60 JAQUES ST, Somerville, MA"
"25321","60 JOY ST",4,"-71.087055","42.379083","60 JOY ST, Somerville, MA"
"25322","60 KIDDER AVE",1,"-71.116253","42.398501","60 KIDDER AVE, Somerville, MA"
"25323","60 LIBERTY AVE",5,"-71.116276","42.39904","60 LIBERTY AVE, Somerville, MA"
"25324","60 LINDEN AVE",11,"-71.112721","42.389869","60 LINDEN AVE, Somerville, MA"
"25325","60 LINE ST",3,"-71.105337","42.376383","60 LINE ST, Somerville, MA"
"25326","60 LOWDEN AVE",1,"-71.114788","42.398454","60 LOWDEN AVE, Somerville, MA"
"25327","60 LOWELL ST",2,"-71.110623","42.386507","60 LOWELL ST, Somerville, MA"
"25328","60 MACARTHUR ST",1,"-71.088326","42.38874","60 MACARTHUR ST, Somerville, MA"
"25329","60 MADISON ST",1,"-71.100095","42.388231","60 MADISON ST, Somerville, MA"
